Device IP,TransactionID,Transaction Time,Location,Type,Purpose,Amount Spikes,Debited Amt,Credited Amt,Total Amt
49.207.45.128,TXN790950936,2016-12-05 22:04:57,Whitefield,Credit,Cashback,No,0,1245,118429
49.207.45.128,TXN597683163,2016-12-07 21:26:54,Whitefield,Debit,Fuel,No,1632,0,116797
172.16.11.35,TXN374421962,2016-12-09 16:16:15,Indiranagar,Debit,Food & Drink,No,1598,0,115199
172.19.8.90,TXN571803839,2016-12-10 08:51:52,Whitefield,Debit,Entertainment,No,1532,0,113667
192.168.1.105,TXN371258537,2016-12-10 09:58:38,Indiranagar,Debit,Groceries,No,3598,0,110069
49.207.45.128,TXN452384175,2016-12-13 21:54:36,MG Road,Debit,Food & Drink,No,403,0,109666
49.207.45.128,TXN541205369,2016-12-15 14:58:29,MG Road,Debit,Fuel,Yes,4780,0,104886
49.207.45.128,TXN762941548,2016-12-16 17:27:01,Rajajinagar,Debit,Fuel,No,1851,0,103035
172.19.8.90,TXN969906584,2016-12-17 23:45:24,Indiranagar,Debit,Entertainment,No,3121,0,99914
49.207.45.128,TXN807590340,2016-12-18 06:08:53,HSR Layout,Debit,Fuel,No,1204,0,98710
49.207.45.128,TXN260597413,2016-12-18 23:44:46,Whitefield,Debit,Transport,No,525,0,98185
49.207.45.128,TXN608360863,2016-12-20 23:38:23,Indiranagar,Debit,Groceries,No,4085,0,94100
49.207.45.128,TXN933890251,2016-12-21 09:40:25,Koramangala,Debit,Food & Drink,Yes,2185,0,91915
192.168.1.105,TXN155384139,2016-12-23 18:11:34,Whitefield,Debit,Healthcare,No,1289,0,90626
10.20.30.45,TXN963947120,2016-12-23 19:33:14,Whitefield,Credit,Cashback,No,0,1279,91905
49.207.45.128,TXN289560041,2016-12-23 22:38:39,MG Road,Debit,Transport,No,790,0,91115
192.168.1.105,TXN647543407,2016-12-24 14:43:08,Indiranagar,Credit,Gift Money,No,0,1696,92811
49.207.45.128,TXN375424911,2016-12-26 18:38:37,MG Road,Debit,Fuel,Yes,4212,0,88599
49.207.45.128,TXN620013958,2016-12-30 15:44:11,BTM Layout,Debit,Healthcare,No,952,0,87647
172.18.5.67,TXN170393489,2016-12-31 11:27:48,Whitefield,Debit,Food & Drink,No,1675,0,85972
10.20.30.45,TXN278340457,2017-01-01 09:30:00,Indiranagar,Credit,Salary,No,0,62000,147972
172.16.10.22,TXN908889296,2017-01-03 15:18:43,Jayanagar,Debit,Food & Drink,Yes,2174,0,145798
172.16.10.22,TXN228341002,2017-01-04 23:01:54,Whitefield,Debit,Food & Drink,No,478,0,145320
49.207.45.128,TXN286482141,2017-01-05 19:35:36,MG Road,Debit,Fuel,No,990,0,144330
49.207.45.128,TXN672168866,2017-01-08 11:17:26,Koramangala,Debit,Fuel,No,2422,0,141908
192.168.1.105,TXN680450475,2017-01-08 12:48:40,Whitefield,Debit,Entertainment,Yes,4579,0,137329
49.207.45.128,TXN254832060,2017-01-08 20:44:32,MG Road,Debit,Transport,No,600,0,136729
172.19.8.90,TXN575492989,2017-01-09 18:51:58,Rajajinagar,Debit,Entertainment,No,574,0,136155
49.207.45.128,TXN354282519,2017-01-10 09:31:58,MG Road,Debit,Groceries,No,4180,0,131975
192.168.1.105,TXN551720167,2017-01-10 15:50:18,Indiranagar,Debit,Entertainment,No,1457,0,130518
192.168.1.105,TXN247048492,2017-01-10 16:23:54,Whitefield,Debit,Groceries,No,1628,0,128890
192.168.1.105,TXN809892581,2017-01-12 20:26:54,Koramangala,Credit,Cashback,No,0,660,129550
49.207.45.128,TXN555394307,2017-01-13 15:16:07,Koramangala,Debit,Fuel,Yes,1763,0,127787
49.207.45.128,TXN378312544,2017-01-14 17:45:21,MG Road,Credit,Cashback,No,0,1952,129739
49.207.45.128,TXN842404092,2017-01-17 10:54:11,MG Road,Debit,Transport,No,418,0,129321
49.207.45.128,TXN948319761,2017-01-17 16:27:34,Indiranagar,Debit,Transport,No,642,0,128679
49.207.45.128,TXN629361828,2017-01-21 15:53:57,MG Road,Credit,Product Return,No,0,221,128900
172.16.10.22,TXN127538238,2017-01-22 15:32:16,Indiranagar,Debit,Food & Drink,Yes,1717,0,127183
49.207.45.128,TXN145713222,2017-01-24 09:45:06,Whitefield,Debit,Fuel,No,1747,0,125436
49.207.45.128,TXN109841914,2017-01-26 10:55:46,MG Road,Debit,Healthcare,No,2599,0,122837
49.207.45.128,TXN577549107,2017-01-27 15:50:32,BTM Layout,Debit,Fuel,No,2157,0,120680
192.168.1.105,TXN351474543,2017-01-29 23:39:19,MG Road,Debit,Groceries,No,3772,0,116908
172.18.5.67,TXN132213234,2017-01-31 07:17:17,Koramangala,Debit,Food & Drink,No,1259,0,115649
10.20.30.45,TXN649400209,2017-02-01 09:30:00,MG Road,Credit,Salary,No,0,63000,178649
192.168.1.105,TXN446748123,2017-02-02 23:25:14,MG Road,Credit,Gift Money,No,0,1089,179738
172.18.5.67,TXN753235595,2017-02-05 14:13:51,Koramangala,Debit,Food & Drink,Yes,2581,0,177157
49.207.45.128,TXN284424001,2017-02-08 09:22:11,MG Road,Debit,Fuel,No,1796,0,175361
49.207.45.128,TXN203073782,2017-02-08 22:54:07,Koramangala,Debit,Food & Drink,No,1585,0,173776
10.20.30.45,TXN846812087,2017-02-09 09:48:24,MG Road,Credit,Product Return,No,0,377,174153
49.207.45.128,TXN471772701,2017-02-10 12:54:45,Whitefield,Debit,Transport,No,504,0,173649
49.207.45.128,TXN344831730,2017-02-12 06:20:04,Indiranagar,Debit,Groceries,No,3382,0,170267
10.20.30.45,TXN603035689,2017-02-12 10:35:10,Indiranagar,Credit,Gift Money,No,0,1531,171798
49.207.45.128,TXN535918835,2017-02-12 11:18:05,Indiranagar,Debit,Fuel,No,1681,0,170117
49.207.45.128,TXN290817230,2017-02-12 13:22:28,Indiranagar,Debit,Fuel,No,1863,0,168254
172.18.5.67,TXN204530555,2017-02-12 22:13:07,MG Road,Debit,Food & Drink,No,1028,0,167226
49.207.45.128,TXN358470834,2017-02-13 09:30:11,MG Road,Credit,Cashback,No,0,1831,169057
192.168.1.105,TXN222939656,2017-02-13 19:43:24,Indiranagar,Debit,Groceries,No,4025,0,165032
10.20.30.45,TXN668806535,2017-02-15 10:42:14,MG Road,Credit,Refund,No,0,1467,166499
49.207.45.128,TXN967499468,2017-02-16 19:35:38,Koramangala,Debit,Fuel,No,2281,0,164218
49.207.45.128,TXN667612225,2017-02-19 11:12:11,MG Road,Debit,Transport,No,623,0,163595
49.207.45.128,TXN751194805,2017-02-20 10:39:14,Indiranagar,Debit,Fuel,No,2209,0,161386
172.19.8.90,TXN787277057,2017-02-22 09:20:37,Koramangala,Debit,Entertainment,No,1516,0,159870
49.207.45.128,TXN621118374,2017-02-22 19:45:22,Indiranagar,Debit,Healthcare,No,516,0,159354
192.168.1.105,TXN340470690,2017-02-23 12:16:40,MG Road,Credit,Product Return,No,0,1009,160363
172.16.10.22,TXN145466955,2017-02-24 22:20:15,MG Road,Debit,Food & Drink,No,465,0,159898
49.207.45.128,TXN478866257,2017-02-25 07:51:08,Whitefield,Debit,Entertainment,Yes,6370,0,153528
49.207.45.128,TXN289295680,2017-02-25 20:59:51,Whitefield,Debit,Transport,No,612,0,152916
10.20.30.45,TXN906948965,2017-03-01 09:30:00,Indiranagar,Credit,Salary,No,0,64000,216916
49.207.45.128,TXN215808365,2017-03-02 17:19:23,MG Road,Debit,Service Charges,No,9,0,216907
49.207.45.128,TXN486855291,2017-03-03 21:50:26,Whitefield,Credit,Product Return,No,0,1272,218179
49.207.45.128,TXN139677426,2017-03-05 18:20:12,MG Road,Credit,Product Return,No,0,266,218445
10.20.30.45,TXN471631983,2017-03-06 14:24:09,MG Road,Debit,Bank Charges,No,140,0,218305
192.168.1.105,TXN577798959,2017-03-06 19:40:19,HSR Layout,Credit,Reversal of Charges,No,0,82,218387
49.207.45.128,TXN558525401,2017-03-07 07:16:43,Whitefield,Debit,Transport,No,794,0,217593
49.207.45.128,TXN241658605,2017-03-07 19:50:49,Indiranagar,Debit,Fuel,No,1029,0,216564
49.207.45.128,TXN498011546,2017-03-07 20:39:16,Indiranagar,Debit,Fuel,No,2004,0,214560
192.168.1.105,TXN999812008,2017-03-08 06:03:45,Jayanagar,Credit,Interest Credit,No,0,140,214700
10.20.30.45,TXN487139761,2017-03-08 09:52:03,Koramangala,Debit,Service Charges,No,37,0,214663
49.207.45.128,TXN414645760,2017-03-08 12:34:45,Whitefield,Debit,Fuel,No,2206,0,212457
49.207.45.128,TXN589223496,2017-03-08 19:38:43,MG Road,Credit,Interest Credit,No,0,109,212566
192.168.1.105,TXN747056411,2017-03-09 09:28:46,Whitefield,Credit,Cashback,No,0,131,212697
10.20.30.45,TXN706442549,2017-03-09 14:45:45,Whitefield,Debit,Service Charges,No,63,0,212634
49.207.45.128,TXN698401162,2017-03-10 11:37:41,Koramangala,Credit,Cashback,No,0,103,212737
172.19.8.90,TXN247270716,2017-03-10 22:51:31,MG Road,Debit,Entertainment,No,1536,0,211201
192.168.1.105,TXN103431283,2017-03-11 20:12:15,Koramangala,Credit,Cashback,No,0,40,211241
49.207.45.128,TXN937238009,2017-03-12 23:17:24,Rajajinagar,Debit,SMS Alert Charges,No,8,0,211233
10.20.30.45,TXN942265543,2017-03-13 06:12:50,Whitefield,Debit,Service Charges,No,76,0,211157
10.20.30.45,TXN519783564,2017-03-13 08:27:36,MG Road,Credit,Interest Credit,No,0,71,211228
49.207.45.128,TXN475020740,2017-03-15 13:36:54,Koramangala,Debit,Transport,No,569,0,210659
192.168.1.105,TXN728159646,2017-03-16 07:09:08,Koramangala,Credit,Interest Credit,No,0,74,210733
10.20.30.45,TXN568739943,2017-03-16 11:58:15,Whitefield,Debit,SMS Alert Charges,No,110,0,210623
192.168.1.105,TXN832119783,2017-03-18 09:15:08,Whitefield,Debit,Groceries,Yes,6895,0,203728
192.168.1.105,TXN100238215,2017-03-18 20:15:02,Koramangala,Credit,Cashback,No,0,124,203852
192.168.1.105,TXN129647747,2017-03-19 23:29:16,Jayanagar,Credit,Reversal of Charges,No,0,58,203910
172.16.11.35,TXN993625545,2017-03-20 16:14:47,Indiranagar,Debit,Food & Drink,Yes,1795,0,202115
49.207.45.128,TXN775829152,2017-03-20 19:51:01,Koramangala,Debit,Fuel,No,1188,0,200927
49.207.45.128,TXN433935582,2017-03-22 15:48:22,MG Road,Debit,Transport,No,757,0,200170
49.207.45.128,TXN891442988,2017-03-22 15:50:13,Indiranagar,Credit,Product Return,No,0,1858,202028
10.20.30.45,TXN190390407,2017-03-23 07:12:00,Whitefield,Credit,Gift Money,No,0,1794,203822
192.168.1.105,TXN512998232,2017-03-23 14:42:03,Indiranagar,Credit,Cashback,No,0,14,203836
172.16.10.22,TXN515735940,2017-03-24 18:25:12,Whitefield,Debit,Food & Drink,No,1105,0,202731
49.207.45.128,TXN620613870,2017-03-25 08:31:45,HSR Layout,Debit,Service Charges,No,14,0,202717
10.20.30.45,TXN826665280,2017-03-25 08:41:58,Whitefield,Debit,Bank Charges,No,75,0,202642
49.207.45.128,TXN311153185,2017-03-25 17:45:11,Indiranagar,Debit,Fuel,No,1899,0,200743
49.207.45.128,TXN290323091,2017-03-26 08:09:25,Whitefield,Debit,Healthcare,No,2986,0,197757
49.207.45.128,TXN520802260,2017-03-28 06:12:12,Whitefield,Debit,Bank Charges,No,37,0,197720
172.19.8.90,TXN599124400,2017-03-29 20:38:44,Koramangala,Debit,Entertainment,No,2919,0,194801
49.207.45.128,TXN897126245,2017-03-30 14:01:02,Jayanagar,Debit,Food & Drink,No,1074,0,193727
192.168.1.105,TXN604915072,2017-03-30 17:37:08,MG Road,Debit,Groceries,No,2705,0,191022
49.207.45.128,TXN883151833,2017-03-31 14:36:26,Whitefield,Debit,Bank Charges,No,38,0,190984
49.207.45.128,TXN783049448,2017-03-31 15:40:10,Koramangala,Credit,Cashback,No,0,1605,192589
192.168.1.105,TXN859442366,2017-03-31 23:50:14,MG Road,Credit,Interest Credit,No,0,91,192680
10.20.30.45,TXN728723141,2017-04-01 09:30:00,Whitefield,Credit,Salary,No,0,65000,257680
49.207.45.128,TXN934566575,2017-04-02 13:01:41,Malleshwaram,Debit,Fuel,No,2455,0,255225
49.207.45.128,TXN669351847,2017-04-03 12:30:07,Indiranagar,Debit,Bank Charges,Yes,19,0,255206
192.168.1.105,TXN982270754,2017-04-04 21:05:34,Whitefield,Debit,Healthcare,Yes,5376,0,249830
192.168.1.105,TXN213125350,2017-04-04 22:59:34,MG Road,Credit,Cashback,No,0,203,250033
10.20.30.45,TXN243672771,2017-04-04 23:35:52,MG Road,Debit,SMS Alert Charges,No,72,0,249961
172.16.10.22,TXN210535704,2017-04-05 10:56:09,Indiranagar,Debit,Food & Drink,No,745,0,249216
49.207.45.128,TXN398923719,2017-04-05 15:22:18,Indiranagar,Debit,Transport,No,780,0,248436
49.207.45.128,TXN925289959,2017-04-07 09:35:17,Koramangala,Debit,Fuel,No,1949,0,246487
49.207.45.128,TXN685284101,2017-04-07 17:02:54,BTM Layout,Debit,Groceries,No,2564,0,243923
10.20.30.45,TXN230062445,2017-04-08 20:16:36,Rajajinagar,Credit,Interest Credit,No,0,140,244063
10.20.30.45,TXN498626608,2017-04-09 10:39:29,MG Road,Debit,SMS Alert Charges,No,118,0,243945
49.207.45.128,TXN767408109,2017-04-09 13:05:55,Whitefield,Debit,Food & Drink,No,1327,0,242618
49.207.45.128,TXN246292973,2017-04-09 19:57:20,Whitefield,Debit,Entertainment,No,2522,0,240096
10.20.30.45,TXN538241231,2017-04-09 23:13:41,Koramangala,Credit,Reversal of Charges,No,0,187,240283
49.207.45.128,TXN329015197,2017-04-10 11:59:44,Koramangala,Credit,Reversal of Charges,No,0,156,240439
192.168.1.105,TXN370344639,2017-04-10 16:26:38,MG Road,Credit,Reversal of Charges,No,0,8,240447
49.207.45.128,TXN977204683,2017-04-10 16:28:12,HSR Layout,Debit,Healthcare,No,2963,0,237484
10.20.30.45,TXN657131279,2017-04-11 10:39:31,Indiranagar,Credit,Cashback,No,0,81,237565
10.20.30.45,TXN395833243,2017-04-11 13:44:04,Koramangala,Debit,Bank Charges,Yes,28,0,237537
49.207.45.128,TXN767498235,2017-04-11 15:26:20,Koramangala,Debit,Service Charges,No,140,0,237397
49.207.45.128,TXN720495658,2017-04-11 18:52:24,Whitefield,Debit,Transport,No,740,0,236657
49.207.45.128,TXN730896328,2017-04-11 21:01:50,MG Road,Debit,Service Charges,No,147,0,236510
49.207.45.128,TXN646575840,2017-04-12 19:01:46,Indiranagar,Debit,Fuel,No,1924,0,234586
49.207.45.128,TXN258091296,2017-04-12 22:35:51,Koramangala,Debit,SMS Alert Charges,No,65,0,234521
10.20.30.45,TXN964868942,2017-04-13 12:15:17,Whitefield,Credit,Cashback,No,0,131,234652
49.207.45.128,TXN528693990,2017-04-14 13:56:44,Rajajinagar,Debit,SMS Alert Charges,No,72,0,234580
49.207.45.128,TXN712608872,2017-04-15 13:14:41,Whitefield,Credit,Gift Money,No,0,1237,235817
49.207.45.128,TXN742631905,2017-04-15 14:49:54,MG Road,Debit,Fuel,No,1987,0,233830
10.20.30.45,TXN720581647,2017-04-17 13:16:53,Indiranagar,Credit,Cashback,No,0,159,233989
49.207.45.128,TXN243329627,2017-04-18 09:03:08,HSR Layout,Debit,Service Charges,Yes,41,0,233948
49.207.45.128,TXN979939689,2017-04-18 09:17:57,Koramangala,Debit,Service Charges,No,126,0,233822
49.207.45.128,TXN321107629,2017-04-18 11:05:47,Indiranagar,Debit,Food & Drink,No,543,0,233279
49.207.45.128,TXN556888997,2017-04-20 13:45:12,Whitefield,Debit,SMS Alert Charges,No,41,0,233238
10.20.30.45,TXN790292582,2017-04-22 06:50:53,Koramangala,Credit,Cashback,No,0,141,233379
192.168.1.105,TXN440155049,2017-04-23 16:52:15,MG Road,Debit,Groceries,No,2438,0,230941
49.207.45.128,TXN743555972,2017-04-23 18:17:28,Koramangala,Debit,Bank Charges,No,22,0,230919
49.207.45.128,TXN595504521,2017-04-24 13:17:50,Whitefield,Debit,Entertainment,No,552,0,230367
192.168.1.105,TXN895265430,2017-04-25 09:40:00,Whitefield,Debit,Groceries,No,1526,0,228841
10.20.30.45,TXN482837048,2017-04-26 23:36:53,Indiranagar,Credit,Cashback,No,0,142,228983
49.207.45.128,TXN662524608,2017-04-27 08:04:36,Koramangala,Debit,Transport,No,503,0,228480
49.207.45.128,TXN423188999,2017-04-27 19:07:07,Indiranagar,Debit,Fuel,No,1054,0,227426
49.207.45.128,TXN980420289,2017-04-27 21:44:32,Whitefield,Debit,Bank Charges,No,72,0,227354
10.20.30.45,TXN856377934,2017-04-28 07:48:24,MG Road,Credit,Cashback,No,0,16,227370
192.168.1.105,TXN686488879,2017-04-28 18:48:08,Whitefield,Debit,Entertainment,No,1889,0,225481
10.20.30.45,TXN840418378,2017-04-29 17:32:49,Indiranagar,Debit,Service Charges,No,127,0,225354
192.168.1.105,TXN550384273,2017-04-30 12:07:30,Indiranagar,Credit,Cashback,No,0,82,225436
10.20.30.45,TXN743325467,2017-04-30 12:37:36,Whitefield,Credit,Product Return,No,0,289,225725
49.207.45.128,TXN240666185,2017-04-30 14:06:00,Koramangala,Credit,Cashback,No,0,703,226428
49.207.45.128,TXN254312779,2017-04-30 17:41:53,Koramangala,Credit,Gift Money,No,0,435,226863
10.20.30.45,TXN685510402,2017-05-01 09:30:00,Indiranagar,Credit,Salary,No,0,66000,292863
49.207.45.128,TXN202400869,2017-05-02 22:00:39,Whitefield,Debit,Transport,Yes,2920,0,289943
49.207.45.128,TXN474856671,2017-05-03 15:45:24,Rajajinagar,Credit,Interest Credit,No,0,181,290124
10.20.30.45,TXN820254659,2017-05-04 13:28:20,Koramangala,Credit,Reversal of Charges,No,0,234,290358
10.20.30.45,TXN931855274,2017-05-04 15:30:39,MG Road,Debit,Service Charges,No,78,0,290280
10.20.30.45,TXN139222382,2017-05-05 15:45:49,Koramangala,Debit,Service Charges,No,120,0,290160
49.207.45.128,TXN414568352,2017-05-07 09:21:34,HSR Layout,Credit,Reversal of Charges,No,0,62,290222
192.168.1.105,TXN519041432,2017-05-09 07:21:33,BTM Layout,Credit,Interest Credit,No,0,209,290431
10.20.30.45,TXN997407794,2017-05-09 13:15:18,Koramangala,Debit,SMS Alert Charges,No,130,0,290301
49.207.45.128,TXN115732226,2017-05-10 07:00:08,Indiranagar,Debit,Service Charges,No,48,0,290253
172.16.11.35,TXN588588165,2017-05-10 15:53:52,Whitefield,Debit,Food & Drink,No,1050,0,289203
49.207.45.128,TXN283537564,2017-05-10 16:08:27,Whitefield,Debit,Groceries,No,4654,0,284549
49.207.45.128,TXN435533940,2017-05-11 18:32:42,Indiranagar,Debit,Fuel,No,2265,0,282284
172.19.8.90,TXN978156179,2017-05-11 21:16:40,MG Road,Debit,Entertainment,No,2703,0,279581
49.207.45.128,TXN102603985,2017-05-11 21:45:06,Indiranagar,Debit,Fuel,No,2287,0,277294
10.20.30.45,TXN275295284,2017-05-11 23:20:00,Whitefield,Debit,SMS Alert Charges,No,157,0,277137
49.207.45.128,TXN609745465,2017-05-12 11:21:19,MG Road,Debit,Bank Charges,No,146,0,276991
49.207.45.128,TXN563811461,2017-05-12 12:26:34,Indiranagar,Debit,Bank Charges,No,101,0,276890
49.207.45.128,TXN911791074,2017-05-13 23:40:51,MG Road,Debit,Service Charges,Yes,249,0,276641
49.207.45.128,TXN722807152,2017-05-14 11:18:43,MG Road,Debit,Groceries,No,5807,0,270834
192.168.1.105,TXN716470135,2017-05-14 15:02:41,BTM Layout,Credit,Reversal of Charges,No,0,191,271025
49.207.45.128,TXN116927729,2017-05-17 08:36:26,Whitefield,Debit,Service Charges,Yes,124,0,270901
49.207.45.128,TXN527437729,2017-05-17 08:40:25,Koramangala,Credit,Cashback,No,0,955,271856
10.20.30.45,TXN111653804,2017-05-17 08:52:25,Whitefield,Credit,Product Return,No,0,2032,273888
192.168.1.105,TXN693791009,2017-05-18 18:04:08,Indiranagar,Credit,Cashback,No,0,78,273966
49.207.45.128,TXN619238151,2017-05-18 22:38:05,Jayanagar,Debit,Fuel,No,1630,0,272336
49.207.45.128,TXN279526204,2017-05-19 20:17:24,Indiranagar,Credit,Reversal of Charges,No,0,206,272542
192.168.1.105,TXN365191083,2017-05-22 09:27:09,Koramangala,Debit,Entertainment,No,4065,0,268477
49.207.45.128,TXN320115377,2017-05-22 21:05:34,Indiranagar,Debit,Bank Charges,No,101,0,268376
192.168.1.105,TXN630386517,2017-05-23 10:01:53,MG Road,Credit,Reversal of Charges,No,0,105,268481
49.207.45.128,TXN842124526,2017-05-23 13:06:04,Jayanagar,Debit,Fuel,No,2184,0,266297
49.207.45.128,TXN102960626,2017-05-23 22:21:59,MG Road,Debit,Bank Charges,Yes,64,0,266233
10.20.30.45,TXN402350714,2017-05-24 17:44:57,Koramangala,Debit,Bank Charges,No,13,0,266220
49.207.45.128,TXN313530335,2017-05-24 19:23:25,Whitefield,Debit,Transport,No,595,0,265625
10.20.30.45,TXN501377018,2017-05-24 20:42:37,Indiranagar,Debit,Service Charges,No,168,0,265457
10.20.30.45,TXN343371388,2017-05-24 22:06:39,Indiranagar,Credit,Product Return,No,0,1979,267436
192.168.1.105,TXN515248150,2017-05-25 13:52:08,Koramangala,Credit,Reversal of Charges,No,0,139,267575
49.207.45.128,TXN511195313,2017-05-26 16:30:20,Indiranagar,Debit,Fuel,No,2540,0,265035
172.16.11.35,TXN655392267,2017-05-26 20:17:03,Whitefield,Debit,Food & Drink,No,1976,0,263059
172.16.11.35,TXN181751881,2017-05-27 13:57:58,MG Road,Debit,Food & Drink,No,1830,0,261229
49.207.45.128,TXN815393083,2017-05-27 17:15:16,MG Road,Debit,Entertainment,No,4241,0,256988
49.207.45.128,TXN589831711,2017-05-27 17:38:47,Whitefield,Debit,Service Charges,No,107,0,256881
49.207.45.128,TXN850316202,2017-05-28 18:53:40,Koramangala,Debit,Transport,No,709,0,256172
192.168.1.105,TXN547057845,2017-05-28 21:34:48,MG Road,Credit,Reversal of Charges,No,0,235,256407
49.207.45.128,TXN161216037,2017-05-29 15:24:32,BTM Layout,Debit,Groceries,No,5460,0,250947
49.207.45.128,TXN897144646,2017-05-29 18:25:28,Indiranagar,Credit,Reversal of Charges,No,0,133,251080
10.20.30.45,TXN349349694,2017-05-30 09:59:47,Rajajinagar,Debit,SMS Alert Charges,No,51,0,251029
49.207.45.128,TXN602577008,2017-05-30 13:26:10,Whitefield,Debit,Fuel,No,1825,0,249204
192.168.1.105,TXN639186299,2017-05-30 14:54:03,HSR Layout,Debit,Healthcare,Yes,2087,0,247117
49.207.45.128,TXN540508219,2017-05-31 07:11:45,Whitefield,Credit,Reversal of Charges,No,0,243,247360
10.20.30.45,TXN197767079,2017-06-01 09:30:00,Indiranagar,Credit,Salary,No,0,67000,314360
10.20.30.45,TXN801306943,2017-06-02 08:10:46,Indiranagar,Debit,Service Charges,No,43,0,314317
172.18.5.67,TXN204890021,2017-06-02 12:52:55,MG Road,Debit,Food & Drink,No,2474,0,311843
10.20.30.45,TXN155208325,2017-06-04 06:09:19,HSR Layout,Debit,Service Charges,No,179,0,311664
49.207.45.128,TXN831787256,2017-06-04 18:13:33,MG Road,Debit,Bank Charges,No,57,0,311607
49.207.45.128,TXN978399929,2017-06-05 18:58:57,Indiranagar,Debit,Fuel,No,2096,0,309511
10.20.30.45,TXN248314852,2017-06-05 21:18:23,MG Road,Debit,Service Charges,No,12,0,309499
49.207.45.128,TXN710188905,2017-06-06 20:28:52,Koramangala,Debit,Healthcare,No,4115,0,305384
192.168.1.105,TXN374074066,2017-06-07 10:22:09,MG Road,Credit,Interest Credit,No,0,33,305417
192.168.1.105,TXN531618532,2017-06-07 19:57:26,Koramangala,Credit,Reversal of Charges,No,0,229,305646
49.207.45.128,TXN349914177,2017-06-07 22:28:59,Koramangala,Debit,Bank Charges,No,25,0,305621
49.207.45.128,TXN384498457,2017-06-08 13:02:01,Indiranagar,Debit,Transport,Yes,2083,0,303538
49.207.45.128,TXN580793844,2017-06-09 06:56:47,Koramangala,Debit,Entertainment,No,2063,0,301475
172.16.10.22,TXN204463405,2017-06-09 10:40:19,Whitefield,Debit,Food & Drink,No,1832,0,299643
49.207.45.128,TXN568723575,2017-06-10 17:27:21,Whitefield,Debit,Groceries,Yes,10005,0,289638
10.20.30.45,TXN538710343,2017-06-10 18:27:10,Indiranagar,Debit,Bank Charges,No,137,0,289501
10.20.30.45,TXN999123100,2017-06-10 23:52:13,Indiranagar,Debit,SMS Alert Charges,No,26,0,289475
192.168.1.105,TXN857720625,2017-06-12 10:17:04,Whitefield,Credit,Refund,No,0,250,289725
